trip_id,stop_id,stop_sequence,arrival_time,departure_time
T_M1_58,S_DUOMO,1,08:24:00,08:24:30
T_M1_58,S_CORDUSIO,2,08:26:00,08:26:30
T_M1_58,S_CAIROLI,3,08:28:00,08:28:30
T_M1_58,S_CADORNA,4,08:30:00,08:30:30
T_M1_58,S_PAGANO,5,08:32:00,08:32:30
T_M1_58,S_AMENDOLA,6,08:34:00,08:34:30
T_M1_58,S_BUONARROTI,7,08:36:00,08:36:30
T_M1_58,S_DEANGELI,8,08:38:00,08:38:00
T_M1_59,S_DEANGELI,1,08:27:00,08:27:30
T_M1_59,S_BUONARROTI,2,08:29:00,08:29:30
T_M1_59,S_AMENDOLA,3,08:31:00,08:31:30
T_M1_59,S_PAGANO,4,08:33:00,08:33:30
T_M1_59,S_CADORNA,5,08:35:00,08:35:30
T_M1_59,S_CAIROLI,6,08:37:00,08:37:30
T_M1_59,S_CORDUSIO,7,08:39:00,08:39:30
T_M1_59,S_DUOMO,8,08:41:00,08:41:00
T_M1_60,S_DUOMO,1,08:30:00,08:30:30
T_M1_60,S_CORDUSIO,2,08:32:00,08:32:30
T_M1_60,S_CAIROLI,3,08:34:00,08:34:30
T_M1_60,S_CADORNA,4,08:36:00,08:36:30
T_M1_60,S_PAGANO,5,08:38:00,08:38:30
T_M1_60,S_AMENDOLA,6,08:40:00,08:40:30
T_M1_60,S_BUONARROTI,7,08:42:00,08:42:30
T_M1_60,S_DEANGELI,8,08:44:00,08:44:00
T_M1_61,S_DEANGELI,1,08:33:00,08:33:30
T_M1_61,S_BUONARROTI,2,08:35:00,08:35:30
T_M1_61,S_AMENDOLA,3,08:37:00,08:37:30
T_M1_61,S_PAGANO,4,08:39:00,08:39:30
T_M1_61,S_CADORNA,5,08:41:00,08:41:30
T_M1_61,S_CAIROLI,6,08:43:00,08:43:30
T_M1_61,S_CORDUSIO,7,08:45:00,08:45:30
T_M1_61,S_DUOMO,8,08:47:00,08:47:00
T_M1_62,S_DUOMO,1,08:36:00,08:36:30
T_M1_62,S_CORDUSIO,2,08:38:00,08:38:30
T_M1_62,S_CAIROLI,3,08:40:00,08:40:30
T_M1_62,S_CADORNA,4,08:42:00,08:42:30
T_M1_62,S_PAGANO,5,08:44:00,08:44:30
T_M1_62,S_AMENDOLA,6,08:46:00,08:46:30
T_M1_62,S_BUONARROTI,7,08:48:00,08:48:30
T_M1_62,S_DEANGELI,8,08:50:00,08:50:00
T_M1_63,S_DEANGELI,1,08:39:00,08:39:30
T_M1_63,S_BUONARROTI,2,08:41:00,08:41:30
T_M1_63,S_AMENDOLA,3,08:43:00,08:43:30
T_M1_63,S_PAGANO,4,08:45:00,08:45:30
T_M1_63,S_CADORNA,5,08:47:00,08:47:30
T_M1_63,S_CAIROLI,6,08:49:00,08:49:30
T_M1_63,S_CORDUSIO,7,08:51:00,08:51:30
T_M1_63,S_DUOMO,8,08:53:00,08:53:00
T_M1_64,S_DUOMO,1,08:42:00,08:42:30
T_M1_64,S_CORDUSIO,2,08:44:00,08:44:30
T_M1_64,S_CAIROLI,3,08:46:00,08:46:30
T_M1_64,S_CADORNA,4,08:48:00,08:48:30
T_M1_64,S_PAGANO,5,08:50:00,08:50:30
T_M1_64,S_AMENDOLA,6,08:52:00,08:52:30
T_M1_64,S_BUONARROTI,7,08:54:00,08:54:30
T_M1_64,S_DEANGELI,8,08:56:00,08:56:00
T_M1_65,S_DEANGELI,1,08:45:00,08:45:30
T_M1_65,S_BUONARROTI,2,08:47:00,08:47:30
T_M1_65,S_AMENDOLA,3,08:49:00,08:49:30
T_M1_65,S_PAGANO,4,08:51:00,08:51:30
T_M1_65,S_CADORNA,5,08:53:00,08:53:30
T_M1_65,S_CAIROLI,6,08:55:00,08:55:30
T_M1_65,S_CORDUSIO,7,08:57:00,08:57:30
T_M1_65,S_DUOMO,8,08:59:00,08:59:00
T_M1_66,S_DUOMO,1,08:48:00,08:48:30
T_M1_66,S_CORDUSIO,2,08:50:00,08:50:30
T_M1_66,S_CAIROLI,3,08:52:00,08:52:30
T_M1_66,S_CADORNA,4,08:54:00,08:54:30
T_M1_66,S_PAGANO,5,08:56:00,08:56:30
T_M1_66,S_AMENDOLA,6,08:58:00,08:58:30
T_M1_66,S_BUONARROTI,7,09:00:00,09:00:30
T_M1_66,S_DEANGELI,8,09:02:00,09:02:00
T_M1_67,S_DEANGELI,1,08:51:00,08:51:30
T_M1_67,S_BUONARROTI,2,08:53:00,08:53:30
T_M1_67,S_AMENDOLA,3,08:55:00,08:55:30
T_M1_67,S_PAGANO,4,08:57:00,08:57:30
T_M1_67,S_CADORNA,5,08:59:00,08:59:30
T_M1_67,S_CAIROLI,6,09:01:00,09:01:30
T_M1_67,S_CORDUSIO,7,09:03:00,09:03:30
T_M1_67,S_DUOMO,8,09:05:00,09:05:00
T_M1_68,S_DUOMO,1,08:54:00,08:54:30
T_M1_68,S_CORDUSIO,2,08:56:00,08:56:30
T_M1_68,S_CAIROLI,3,08:58:00,08:58:30
T_M1_68,S_CADORNA,4,09:00:00,09:00:30
T_M1_68,S_PAGANO,5,09:02:00,09:02:30
T_M1_68,S_AMENDOLA,6,09:04:00,09:04:30
T_M1_68,S_BUONARROTI,7,09:06:00,09:06:30
T_M1_68,S_DEANGELI,8,09:08:00,09:08:00
T_M1_69,S_DEANGELI,1,08:57:00,08:57:30
T_M1_69,S_BUONARROTI,2,08:59:00,08:59:30
T_M1_69,S_AMENDOLA,3,09:01:00,09:01:30
T_M1_69,S_PAGANO,4,09:03:00,09:03:30
T_M1_69,S_CADORNA,5,09:05:00,09:05:30
T_M1_69,S_CAIROLI,6,09:07:00,09:07:30
T_M1_69,S_CORDUSIO,7,09:09:00,09:09:30
T_M1_69,S_DUOMO,8,09:11:00,09:11:00
T_M1_70,S_DUOMO,1,09:00:00,09:00:30
T_M1_70,S_CORDUSIO,2,09:02:00,09:02:30
T_M1_70,S_CAIROLI,3,09:04:00,09:04:30
T_M1_70,S_CADORNA,4,09:06:00,09:06:30
T_M1_70,S_PAGANO,5,09:08:00,09:08:30
T_M1_70,S_AMENDOLA,6,09:10:00,09:10:30
T_M1_70,S_BUONARROTI,7,09:12:00,09:12:30
T_M1_70,S_DEANGELI,8,09:14:00,09:14:00
T_M1_71,S_DEANGELI,1,09:03:00,09:03:30
T_M1_71,S_BUONARROTI,2,09:05:00,09:05:30
T_M1_71,S_AMENDOLA,3,09:07:00,09:07:30
T_M1_71,S_PAGANO,4,09:09:00,09:09:30
T_M1_71,S_CADORNA,5,09:11:00,09:11:30
T_M1_71,S_CAIROLI,6,09:13:00,09:13:30
T_M1_71,S_CORDUSIO,7,09:15:00,09:15:30
T_M1_71,S_DUOMO,8,09:17:00,09:17:00
T_M1_72,S_DUOMO,1,09:06:00,09:06:30
T_M1_72,S_CORDUSIO,2,09:08:00,09:08:30
T_M1_72,S_CAIROLI,3,09:10:00,09:10:30
T_M1_72,S_CADORNA,4,09:12:00,09:12:30
T_M1_72,S_PAGANO,5,09:14:00,09:14:30
T_M1_72,S_AMENDOLA,6,09:16:00,09:16:30
T_M1_72,S_BUONARROTI,7,09:18:00,09:18:30
T_M1_72,S_DEANGELI,8,09:20:00,09:20:00
T_M1_73,S_DEANGELI,1,09:09:00,09:09:30
T_M1_73,S_BUONARROTI,2,09:11:00,09:11:30
T_M1_73,S_AMENDOLA,3,09:13:00,09:13:30
T_M1_73,S_PAGANO,4,09:15:00,09:15:30
T_M1_73,S_CADORNA,5,09:17:00,09:17:30
T_M1_73,S_CAIROLI,6,09:19:00,09:19:30
T_M1_73,S_CORDUSIO,7,09:21:00,09:21:30
T_M1_73,S_DUOMO,8,09:23:00,09:23:00
T_M1_74,S_DUOMO,1,09:12:00,09:12:30
T_M1_74,S_CORDUSIO,2,09:14:00,09:14:30
T_M1_74,S_CAIROLI,3,09:16:00,09:16:30
T_M1_74,S_CADORNA,4,09:18:00,09:18:30
T_M1_74,S_PAGANO,5,09:20:00,09:20:30
T_M1_74,S_AMENDOLA,6,09:22:00,09:22:30
T_M1_74,S_BUONARROTI,7,09:24:00,09:24:30
T_M1_74,S_DEANGELI,8,09:26:00,09:26:00
T_M1_75,S_DEANGELI,1,09:15:00,09:15:30
T_M1_75,S_BUONARROTI,2,09:17:00,09:17:30
T_M1_75,S_AMENDOLA,3,09:19:00,09:19:30
T_M1_75,S_PAGANO,4,09:21:00,09:21:30
T_M1_75,S_CADORNA,5,09:23:00,09:23:30
T_M1_75,S_CAIROLI,6,09:25:00,09:25:30
T_M1_75,S_CORDUSIO,7,09:27:00,09:27:30
T_M1_75,S_DUOMO,8,09:29:00,09:29:00
T_M1_76,S_DUOMO,1,09:18:00,09:18:30
T_M1_76,S_CORDUSIO,2,09:20:00,09:20:30
T_M1_76,S_CAIROLI,3,09:22:00,09:22:30
T_M1_76,S_CADORNA,4,09:24:00,09:24:30
T_M1_76,S_PAGANO,5,09:26:00,09:26:30
T_M1_76,S_AMENDOLA,6,09:28:00,09:28:30
T_M1_76,S_BUONARROTI,7,09:30:00,09:30:30
T_M1_76,S_DEANGELI,8,09:32:00,09:32:00
T_M1_77,S_DEANGELI,1,09:21:00,09:21:30
T_M1_77,S_BUONARROTI,2,09:23:00,09:23:30
T_M1_77,S_AMENDOLA,3,09:25:00,09:25:30
T_M1_77,S_PAGANO,4,09:27:00,09:27:30
T_M1_77,S_CADORNA,5,09:29:00,09:29:30
T_M1_77,S_CAIROLI,6,09:31:00,09:31:30
T_M1_77,S_CORDUSIO,7,09:33:00,09:33:30
T_M1_77,S_DUOMO,8,09:35:00,09:35:00
T_M1_78,S_DUOMO,1,09:24:00,09:24:30
T_M1_78,S_CORDUSIO,2,09:26:00,09:26:30
T_M1_78,S_CAIROLI,3,09:28:00,09:28:30
T_M1_78,S_CADORNA,4,09:30:00,09:30:30
T_M1_78,S_PAGANO,5,09:32:00,09:32:30
T_M1_78,S_AMENDOLA,6,09:34:00,09:34:30
T_M1_78,S_BUONARROTI,7,09:36:00,09:36:30
T_M1_78,S_DEANGELI,8,09:38:00,09:38:00
T_M1_79,S_DEANGELI,1,09:27:00,09:27:30
T_M1_79,S_BUONARROTI,2,09:29:00,09:29:30
T_M1_79,S_AMENDOLA,3,09:31:00,09:31:30
T_M1_79,S_PAGANO,4,09:33:00,09:33:30
T_M1_79,S_CADORNA,5,09:35:00,09:35:30
T_M1_79,S_CAIROLI,6,09:37:00,09:37:30
T_M1_79,S_CORDUSIO,7,09:39:00,09:39:30
T_M1_79,S_DUOMO,8,09:41:00,09:41:00
T_M1_80,S_DUOMO,1,09:30:00,09:30:30
T_M1_80,S_CORDUSIO,2,09:32:00,09:32:30
T_M1_80,S_CAIROLI,3,09:34:00,09:34:30
T_M1_80,S_CADORNA,4,09:36:00,09:36:30
T_M1_80,S_PAGANO,5,09:38:00,09:38:30
T_M1_80,S_AMENDOLA,6,09:40:00,09:40:30
T_M1_80,S_BUONARROTI,7,09:42:00,09:42:30
T_M1_80,S_DEANGELI,8,09:44:00,09:44:00
T_M1_81,S_DEANGELI,1,09:33:00,09:33:30
T_M1_81,S_BUONARROTI,2,09:35:00,09:35:30
T_M1_81,S_AMENDOLA,3,09:37:00,09:37:30
T_M1_81,S_PAGANO,4,09:39:00,09:39:30
T_M1_81,S_CADORNA,5,09:41:00,09:41:30
T_M1_81,S_CAIROLI,6,09:43:00,09:43:30
T_M1_81,S_CORDUSIO,7,09:45:00,09:45:30
T_M1_81,S_DUOMO,8,09:47:00,09:47:00
T_M1_82,S_DUOMO,1,09:36:00,09:36:30
T_M1_82,S_CORDUSIO,2,09:38:00,09:38:30
T_M1_82,S_CAIROLI,3,09:40:00,09:40:30
T_M1_82,S_CADORNA,4,09:42:00,09:42:30
T_M1_82,S_PAGANO,5,09:44:00,09:44:30
T_M1_82,S_AMENDOLA,6,09:46:00,09:46:30
T_M1_82,S_BUONARROTI,7,09:48:00,09:48:30
T_M1_82,S_DEANGELI,8,09:50:00,09:50:00
T_M1_83,S_DEANGELI,1,09:39:00,09:39:30
T_M1_83,S_BUONARROTI,2,09:41:00,09:41:30
T_M1_83,S_AMENDOLA,3,09:43:00,09:43:30
T_M1_83,S_PAGANO,4,09:45:00,09:45:30
T_M1_83,S_CADORNA,5,09:47:00,09:47:30
T_M1_83,S_CAIROLI,6,09:49:00,09:49:30
T_M1_83,S_CORDUSIO,7,09:51:00,09:51:30
T_M1_83,S_DUOMO,8,09:53:00,09:53:00
T_M1_84,S_DUOMO,1,09:42:00,09:42:30
T_M1_84,S_CORDUSIO,2,09:44:00,09:44:30
T_M1_84,S_CAIROLI,3,09:46:00,09:46:30
T_M1_84,S_CADORNA,4,09:48:00,09:48:30
T_M1_84,S_PAGANO,5,09:50:00,09:50:30
T_M1_84,S_AMENDOLA,6,09:52:00,09:52:30
T_M1_84,S_BUONARROTI,7,09:54:00,09:54:30
T_M1_84,S_DEANGELI,8,09:56:00,09:56:00
T_M1_85,S_DEANGELI,1,09:45:00,09:45:30
T_M1_85,S_BUONARROTI,2,09:47:00,09:47:30
T_M1_85,S_AMENDOLA,3,09:49:00,09:49:30
T_M1_85,S_PAGANO,4,09:51:00,09:51:30
T_M1_85,S_CADORNA,5,09:53:00,09:53:30
T_M1_85,S_CAIROLI,6,09:55:00,09:55:30
T_M1_85,S_CORDUSIO,7,09:57:00,09:57:30
T_M1_85,S_DUOMO,8,09:59:00,09:59:00
T_M1_86,S_DUOMO,1,09:48:00,09:48:30
T_M1_86,S_CORDUSIO,2,09:50:00,09:50:30
T_M1_86,S_CAIROLI,3,09:52:00,09:52:30
T_M1_86,S_CADORNA,4,09:54:00,09:54:30
T_M1_86,S_PAGANO,5,09:56:00,09:56:30
T_M1_86,S_AMENDOLA,6,09:58:00,09:58:30
T_M1_86,S_BUONARROTI,7,10:00:00,10:00:30
T_M1_86,S_DEANGELI,8,10:02:00,10:02:00
T_M1_87,S_DEANGELI,1,09:51:00,09:51:30
T_M1_87,S_BUONARROTI,2,09:53:00,09:53:30
T_M1_87,S_AMENDOLA,3,09:55:00,09:55:30
T_M1_87,S_PAGANO,4,09:57:00,09:57:30
T_M1_87,S_CADORNA,5,09:59:00,09:59:30
T_M1_87,S_CAIROLI,6,10:01:00,10:01:30
T_M1_87,S_CORDUSIO,7,10:03:00,10:03:30
T_M1_87,S_DUOMO,8,10:05:00,10:05:00
T_M1_88,S_DUOMO,1,09:54:00,09:54:30
T_M1_88,S_CORDUSIO,2,09:56:00,09:56:30
T_M1_88,S_CAIROLI,3,09:58:00,09:58:30
T_M1_88,S_CADORNA,4,10:00:00,10:00:30
T_M1_88,S_PAGANO,5,10:02:00,10:02:30
T_M1_88,S_AMENDOLA,6,10:04:00,10:04:30
T_M1_88,S_BUONARROTI,7,10:06:00,10:06:30
T_M1_88,S_DEANGELI,8,10:08:00,10:08:00
T_M1_89,S_DEANGELI,1,09:57:00,09:57:30
T_M1_89,S_BUONARROTI,2,09:59:00,09:59:30
T_M1_89,S_AMENDOLA,3,10:01:00,10:01:30
T_M1_89,S_PAGANO,4,10:03:00,10:03:30
T_M1_89,S_CADORNA,5,10:05:00,10:05:30
T_M1_89,S_CAIROLI,6,10:07:00,10:07:30
T_M1_89,S_CORDUSIO,7,10:09:00,10:09:30
T_M1_89,S_DUOMO,8,10:11:00,10:11:00
T_M1_90,S_DUOMO,1,10:00:00,10:00:30
T_M1_90,S_CORDUSIO,2,10:02:00,10:02:30
T_M1_90,S_CAIROLI,3,10:04:00,10:04:30
T_M1_90,S_CADORNA,4,10:06:00,10:06:30
T_M1_90,S_PAGANO,5,10:08:00,10:08:30
T_M1_90,S_AMENDOLA,6,10:10:00,10:10:30
T_M1_90,S_BUONARROTI,7,10:12:00,10:12:30
T_M1_90,S_DEANGELI,8,10:14:00,10:14:00
T_M1_91,S_DEANGELI,1,10:03:00,10:03:30
T_M1_91,S_BUONARROTI,2,10:05:00,10:05:30
T_M1_91,S_AMENDOLA,3,10:07:00,10:07:30
T_M1_91,S_PAGANO,4,10:09:00,10:09:30
T_M1_91,S_CADORNA,5,10:11:00,10:11:30
T_M1_91,S_CAIROLI,6,10:13:00,10:13:30
T_M1_91,S_CORDUSIO,7,10:15:00,10:15:30
T_M1_91,S_DUOMO,8,10:17:00,10:17:00
T_M1_92,S_DUOMO,1,10:06:00,10:06:30
T_M1_92,S_CORDUSIO,2,10:08:00,10:08:30
T_M1_92,S_CAIROLI,3,10:10:00,10:10:30
T_M1_92,S_CADORNA,4,10:12:00,10:12:30
T_M1_92,S_PAGANO,5,10:14:00,10:14:30
T_M1_92,S_AMENDOLA,6,10:16:00,10:16:30
T_M1_92,S_BUONARROTI,7,10:18:00,10:18:30
T_M1_92,S_DEANGELI,8,10:20:00,10:20:00
T_M1_93,S_DEANGELI,1,10:09:00,10:09:30
T_M1_93,S_BUONARROTI,2,10:11:00,10:11:30
T_M1_93,S_AMENDOLA,3,10:13:00,10:13:30
T_M1_93,S_PAGANO,4,10:15:00,10:15:30
T_M1_93,S_CADORNA,5,10:17:00,10:17:30
T_M1_93,S_CAIROLI,6,10:19:00,10:19:30
T_M1_93,S_CORDUSIO,7,10:21:00,10:21:30
T_M1_93,S_DUOMO,8,10:23:00,10:23:00
T_M1_94,S_DUOMO,1,10:12:00,10:12:30
T_M1_94,S_CORDUSIO,2,10:14:00,10:14:30
T_M1_94,S_CAIROLI,3,10:16:00,10:16:30
T_M1_94,S_CADORNA,4,10:18:00,10:18:30
T_M1_94,S_PAGANO,5,10:20:00,10:20:30
T_M1_94,S_AMENDOLA,6,10:22:00,10:22:30
T_M1_94,S_BUONARROTI,7,10:24:00,10:24:30
T_M1_94,S_DEANGELI,8,10:26:00,10:26:00
T_M1_95,S_DEANGELI,1,10:15:00,10:15:30
T_M1_95,S_BUONARROTI,2,10:17:00,10:17:30
T_M1_95,S_AMENDOLA,3,10:19:00,10:19:30
T_M1_95,S_PAGANO,4,10:21:00,10:21:30
T_M1_95,S_CADORNA,5,10:23:00,10:23:30
T_M1_95,S_CAIROLI,6,10:25:00,10:25:30
T_M1_95,S_CORDUSIO,7,10:27:00,10:27:30
T_M1_95,S_DUOMO,8,10:29:00,10:29:00
T_M1_96,S_DUOMO,1,10:18:00,10:18:30
T_M1_96,S_CORDUSIO,2,10:20:00,10:20:30
T_M1_96,S_CAIROLI,3,10:22:00,10:22:30
T_M1_96,S_CADORNA,4,10:24:00,10:24:30
T_M1_96,S_PAGANO,5,10:26:00,10:26:30
T_M1_96,S_AMENDOLA,6,10:28:00,10:28:30
T_M1_96,S_BUONARROTI,7,10:30:00,10:30:30
T_M1_96,S_DEANGELI,8,10:32:00,10:32:00
T_M1_97,S_DEANGELI,1,10:21:00,10:21:30
T_M1_97,S_BUONARROTI,2,10:23:00,10:23:30
T_M1_97,S_AMENDOLA,3,10:25:00,10:25:30
T_M1_97,S_PAGANO,4,10:27:00,10:27:30
T_M1_97,S_CADORNA,5,10:29:00,10:29:30
T_M1_97,S_CAIROLI,6,10:31:00,10:31:30
T_M1_97,S_CORDUSIO,7,10:33:00,10:33:30
T_M1_97,S_DUOMO,8,10:35:00,10:35:00
T_M1_98,S_DUOMO,1,10:24:00,10:24:30
T_M1_98,S_CORDUSIO,2,10:26:00,10:26:30
T_M1_98,S_CAIROLI,3,10:28:00,10:28:30
T_M1_98,S_CADORNA,4,10:30:00,10:30:30
T_M1_98,S_PAGANO,5,10:32:00,10:32:30
T_M1_98,S_AMENDOLA,6,10:34:00,10:34:30
T_M1_98,S_BUONARROTI,7,10:36:00,10:36:30
T_M1_98,S_DEANGELI,8,10:38:00,10:38:00
T_M1_99,S_DEANGELI,1,10:27:00,10:27:30
T_M1_99,S_BUONARROTI,2,10:29:00,10:29:30
T_M1_99,S_AMENDOLA,3,10:31:00,10:31:30
T_M1_99,S_PAGANO,4,10:33:00,10:33:30
T_M1_99,S_CADORNA,5,10:35:00,10:35:30
T_M1_99,S_CAIROLI,6,10:37:00,10:37:30
T_M1_99,S_CORDUSIO,7,10:39:00,10:39:30
T_M1_99,S_DUOMO,8,10:41:00,10:41:00
T_M1_100,S_DUOMO,1,10:30:00,10:30:30
T_M1_100,S_CORDUSIO,2,10:32:00,10:32:30
T_M1_100,S_CAIROLI,3,10:34:00,10:34:30
T_M1_100,S_CADORNA,4,10:36:00,10:36:30
T_M1_100,S_PAGANO,5,10:38:00,10:38:30
T_M1_100,S_AMENDOLA,6,10:40:00,10:40:30
T_M1_100,S_BUONARROTI,7,10:42:00,10:42:30
T_M1_100,S_DEANGELI,8,10:44:00,10:44:00
T_M1_101,S_DEANGELI,1,10:33:00,10:33:30
T_M1_101,S_BUONARROTI,2,10:35:00,10:35:30
T_M1_101,S_AMENDOLA,3,10:37:00,10:37:30
T_M1_101,S_PAGANO,4,10:39:00,10:39:30
T_M1_101,S_CADORNA,5,10:41:00,10:41:30
T_M1_101,S_CAIROLI,6,10:43:00,10:43:30
T_M1_101,S_CORDUSIO,7,10:45:00,10:45:30
T_M1_101,S_DUOMO,8,10:47:00,10:47:00
T_M1_102,S_DUOMO,1,10:36:00,10:36:30
T_M1_102,S_CORDUSIO,2,10:38:00,10:38:30
T_M1_102,S_CAIROLI,3,10:40:00,10:40:30
T_M1_102,S_CADORNA,4,10:42:00,10:42:30
T_M1_102,S_PAGANO,5,10:44:00,10:44:30
T_M1_102,S_AMENDOLA,6,10:46:00,10:46:30
T_M1_102,S_BUONARROTI,7,10:48:00,10:48:30
T_M1_102,S_DEANGELI,8,10:50:00,10:50:00
T_M1_103,S_DEANGELI,1,10:39:00,10:39:30
T_M1_103,S_BUONARROTI,2,10:41:00,10:41:30
T_M1_103,S_AMENDOLA,3,10:43:00,10:43:30
T_M1_103,S_PAGANO,4,10:45:00,10:45:30
T_M1_103,S_CADORNA,5,10:47:00,10:47:30
T_M1_103,S_CAIROLI,6,10:49:00,10:49:30
T_M1_103,S_CORDUSIO,7,10:51:00,10:51:30
T_M1_103,S_DUOMO,8,10:53:00,10:53:00
T_M1_104,S_DUOMO,1,10:42:00,10:42:30
T_M1_104,S_CORDUSIO,2,10:44:00,10:44:30
T_M1_104,S_CAIROLI,3,10:46:00,10:46:30
T_M1_104,S_CADORNA,4,10:48:00,10:48:30
T_M1_104,S_PAGANO,5,10:50:00,10:50:30
T_M1_104,S_AMENDOLA,6,10:52:00,10:52:30
T_M1_104,S_BUONARROTI,7,10:54:00,10:54:30
T_M1_104,S_DEANGELI,8,10:56:00,10:56:00
T_M1_105,S_DEANGELI,1,10:45:00,10:45:30
T_M1_105,S_BUONARROTI,2,10:47:00,10:47:30
T_M1_105,S_AMENDOLA,3,10:49:00,10:49:30
T_M1_105,S_PAGANO,4,10:51:00,10:51:30
T_M1_105,S_CADORNA,5,10:53:00,10:53:30
T_M1_105,S_CAIROLI,6,10:55:00,10:55:30
T_M1_105,S_CORDUSIO,7,10:57:00,10:57:30
T_M1_105,S_DUOMO,8,10:59:00,10:59:00
T_M1_106,S_DUOMO,1,10:48:00,10:48:30
T_M1_106,S_CORDUSIO,2,10:50:00,10:50:30
T_M1_106,S_CAIROLI,3,10:52:00,10:52:30
T_M1_106,S_CADORNA,4,10:54:00,10:54:30
T_M1_106,S_PAGANO,5,10:56:00,10:56:30
T_M1_106,S_AMENDOLA,6,10:58:00,10:58:30
T_M1_106,S_BUONARROTI,7,11:00:00,11:00:30
T_M1_106,S_DEANGELI,8,11:02:00,11:02:00
T_M1_107,S_DEANGELI,1,10:51:00,10:51:30
T_M1_107,S_BUONARROTI,2,10:53:00,10:53:30
T_M1_107,S_AMENDOLA,3,10:55:00,10:55:30
T_M1_107,S_PAGANO,4,10:57:00,10:57:30
T_M1_107,S_CADORNA,5,10:59:00,10:59:30
T_M1_107,S_CAIROLI,6,11:01:00,11:01:30
T_M1_107,S_CORDUSIO,7,11:03:00,11:03:30
T_M1_107,S_DUOMO,8,11:05:00,11:05:00
T_M1_108,S_DUOMO,1,10:54:00,10:54:30
T_M1_108,S_CORDUSIO,2,10:56:00,10:56:30
T_M1_108,S_CAIROLI,3,10:58:00,10:58:30
T_M1_108,S_CADORNA,4,11:00:00,11:00:30
T_M1_108,S_PAGANO,5,11:02:00,11:02:30
T_M1_108,S_AMENDOLA,6,11:04:00,11:04:30
T_M1_108,S_BUONARROTI,7,11:06:00,11:06:30
T_M1_108,S_DEANGELI,8,11:08:00,11:08:00
T_M1_109,S_DEANGELI,1,10:57:00,10:57:30
T_M1_109,S_BUONARROTI,2,10:59:00,10:59:30
T_M1_109,S_AMENDOLA,3,11:01:00,11:01:30
T_M1_109,S_PAGANO,4,11:03:00,11:03:30
T_M1_109,S_CADORNA,5,11:05:00,11:05:30
T_M1_109,S_CAIROLI,6,11:07:00,11:07:30
T_M1_109,S_CORDUSIO,7,11:09:00,11:09:30
T_M1_109,S_DUOMO,8,11:11:00,11:11:00
T_M1_110,S_DUOMO,1,11:00:00,11:00:30
T_M1_110,S_CORDUSIO,2,11:02:00,11:02:30
T_M1_110,S_CAIROLI,3,11:04:00,11:04:30
T_M1_110,S_CADORNA,4,11:06:00,11:06:30
T_M1_110,S_PAGANO,5,11:08:00,11:08:30
T_M1_110,S_AMENDOLA,6,11:10:00,11:10:30
T_M1_110,S_BUONARROTI,7,11:12:00,11:12:30
T_M1_110,S_DEANGELI,8,11:14:00,11:14:00
T_M1_111,S_DEANGELI,1,11:03:00,11:03:30
T_M1_111,S_BUONARROTI,2,11:05:00,11:05:30
T_M1_111,S_AMENDOLA,3,11:07:00,11:07:30
T_M1_111,S_PAGANO,4,11:09:00,11:09:30
T_M1_111,S_CADORNA,5,11:11:00,11:11:30
T_M1_111,S_CAIROLI,6,11:13:00,11:13:30
T_M1_111,S_CORDUSIO,7,11:15:00,11:15:30
T_M1_111,S_DUOMO,8,11:17:00,11:17:00
T_M1_112,S_DUOMO,1,11:06:00,11:06:30
T_M1_112,S_CORDUSIO,2,11:08:00,11:08:30
T_M1_112,S_CAIROLI,3,11:10:00,11:10:30
T_M1_112,S_CADORNA,4,11:12:00,11:12:30
T_M1_112,S_PAGANO,5,11:14:00,11:14:30
T_M1_112,S_AMENDOLA,6,11:16:00,11:16:30
T_M1_112,S_BUONARROTI,7,11:18:00,11:18:30
T_M1_112,S_DEANGELI,8,11:20:00,11:20:00
T_M1_113,S_DEANGELI,1,11:09:00,11:09:30
T_M1_113,S_BUONARROTI,2,11:11:00,11:11:30
T_M1_113,S_AMENDOLA,3,11:13:00,11:13:30
T_M1_113,S_PAGANO,4,11:15:00,11:15:30
T_M1_113,S_CADORNA,5,11:17:00,11:17:30
T_M1_113,S_CAIROLI,6,11:19:00,11:19:30
T_M1_113,S_CORDUSIO,7,11:21:00,11:21:30
T_M1_113,S_DUOMO,8,11:23:00,11:23:00
T_M1_114,S_DUOMO,1,11:12:00,11:12:30
T_M1_114,S_CORDUSIO,2,11:14:00,11:14:30
T_M1_114,S_CAIROLI,3,11:16:00,11:16:30
T_M1_114,S_CADORNA,4,11:18:00,11:18:30
T_M1_114,S_PAGANO,5,11:20:00,11:20:30
T_M1_114,S_AMENDOLA,6,11:22:00,11:22:30
T_M1_114,S_BUONARROTI,7,11:24:00,11:24:30
T_M1_114,S_DEANGELI,8,11:26:00,11:26:00
T_M1_115,S_DEANGELI,1,11:15:00,11:15:30
T_M1_115,S_BUONARROTI,2,11:17:00,11:17:30
T_M1_115,S_AMENDOLA,3,11:19:00,11:19:30
T_M1_115,S_PAGANO,4,11:21:00,11:21:30
T_M1_115,S_CADORNA,5,11:23:00,11:23:30
T_M1_115,S_CAIROLI,6,11:25:00,11:25:30
T_M1_115,S_CORDUSIO,7,11:27:00,11:27:30
T_M1_115,S_DUOMO,8,11:29:00,11:29:00
T_M1_116,S_DUOMO,1,11:18:00,11:18:30
